Codigo_IBGE;Municipio;UF;COBRADE;Data_Ocorrencia;Inicio_Analise_Climatica;Fim_Analise_Climatica;Dias_Lookback
2400208;Açu;RN;14120 - Seca;2017-09-11;2017-06-13;2017-09-11;90
2400208;Açu;RN;14120 - Seca;2017-02-24;2016-11-26;2017-02-24;90
2400208;Açu;RN;14120 - Seca;2019-03-11;2018-12-11;2019-03-11;90
2400208;Açu;RN;14120 - Seca;2017-03-06;2016-12-06;2017-03-06;90
2400208;Açu;RN;14120 - Seca;2016-10-07;2016-07-09;2016-10-07;90
2400208;Açu;RN;14120 - Seca;2021-07-02;2021-04-03;2021-07-02;90
2400208;Açu;RN;14120 - Seca;2022-02-04;2021-11-06;2022-02-04;90
2400208;Açu;RN;14120 - Seca;2019-09-10;2019-06-12;2019-09-10;90
2400208;Açu;RN;14120 - Seca;2020-12-21;2020-09-22;2020-12-21;90
2400208;Açu;RN;14120 - Seca;2020-03-20;2019-12-21;2020-03-20;90
2400208;Açu;RN;14120 - Seca;2017-03-30;2016-12-30;2017-03-30;90
2400208;Açu;RN;14120 - Seca;2020-03-11;2019-12-12;2020-03-11;90
2400208;Açu;RN;14120 - Seca;2020-03-09;2019-12-10;2020-03-09;90
2400208;Açu;RN;14120 - Seca;2025-10-02;2025-07-04;2025-10-02;90
3100500;Açucena;MG;11321 - Deslizamentos;2016-02-02;2016-01-03;2016-02-02;30
3100500;Açucena;MG;12100 - Inundacoes;2019-12-19;2019-11-19;2019-12-19;30
3100500;Açucena;MG;12100 - Inundacoes;2016-01-26;2015-12-27;2016-01-26;30
3100500;Açucena;MG;12200 - Enxurradas;2016-12-02;2016-11-02;2016-12-02;30
3100500;Açucena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-01-31;2020-01-01;2020-01-31;30
3100500;Açucena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2024-01-28;2023-12-29;2024-01-28;30
3100500;Açucena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-16;2022-12-17;2023-01-16;30
3100500;Açucena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-14;2024-12-15;2025-01-14;30
3100500;Açucena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-21;2021-12-22;2022-01-21;30
3100500;Açucena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-12-02;2022-11-02;2022-12-02;30
3500105;Adamantina;SP;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-01-31;2017-01-01;2017-01-31;30
3500105;Adamantina;SP;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-08;2019-02-06;2019-03-08;30
5200159;Adelândia;GO;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-13;2019-02-11;2019-03-13;30
5200159;Adelândia;GO;14110 - Estiagem;2025-09-19;2025-06-21;2025-09-19;90
5200159;Adelândia;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30
5200159;Adelândia;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30
2900355;Adustina;BA;14110 - Estiagem;2025-05-13;2025-02-12;2025-05-13;90
2900355;Adustina;BA;14110 - Estiagem;2018-09-05;2018-06-07;2018-09-05;90
2900355;Adustina;BA;14110 - Estiagem;2021-04-23;2021-01-23;2021-04-23;90
2900355;Adustina;BA;14110 - Estiagem;2017-09-04;2017-06-06;2017-09-04;90
2900355;Adustina;BA;14110 - Estiagem;2017-02-21;2016-11-23;2017-02-21;90
2900355;Adustina;BA;14110 - Estiagem;2019-03-20;2018-12-20;2019-03-20;90
2900355;Adustina;BA;14110 - Estiagem;2020-03-19;2019-12-20;2020-03-19;90
2900355;Adustina;BA;14110 - Estiagem;2018-03-12;2017-12-12;2018-03-12;90
2900355;Adustina;BA;14110 - Estiagem;2021-10-27;2021-07-29;2021-10-27;90
2900355;Adustina;BA;14110 - Estiagem;2019-09-10;2019-06-12;2019-09-10;90
2600104;Afogados da Ingazeira;PE;12200 - Enxurradas;2020-03-27;2020-02-26;2020-03-27;30
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2018-04-09;2018-01-09;2018-04-09;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2019-08-21;2019-05-23;2019-08-21;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2021-02-17;2020-11-19;2021-02-17;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2020-09-03;2020-06-05;2020-09-03;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2020-03-10;2019-12-11;2020-03-10;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2017-10-11;2017-07-13;2017-10-11;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2017-04-18;2017-01-18;2017-04-18;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2018-04-10;2018-01-10;2018-04-10;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2018-10-01;2018-07-03;2018-10-01;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2019-04-03;2019-01-03;2019-04-03;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2023-02-17;2022-11-19;2023-02-17;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2023-08-21;2023-05-23;2023-08-21;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2022-08-09;2022-05-11;2022-08-09;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2022-02-08;2021-11-10;2022-02-08;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2021-08-10;2021-05-12;2021-08-10;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2025-02-24;2024-11-26;2025-02-24;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2025-12-05;2025-09-06;2025-12-05;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2016-04-19;2016-01-20;2016-04-19;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2021-03-18;2020-12-18;2021-03-18;90
2600104;Afogados da Ingazeira;PE;14110 - Estiagem;2025-07-11;2025-04-12;2025-07-11;90
2400307;Afonso Bezerra;RN;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-05-18;2023-04-18;2023-05-18;30
2400307;Afonso Bezerra;RN;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-03-26;2025-02-24;2025-03-26;30
2400307;Afonso Bezerra;RN;14110 - Estiagem;2018-03-15;2017-12-15;2018-03-15;90
2400307;Afonso Bezerra;RN;14110 - Estiagem;2021-05-28;2021-02-27;2021-05-28;90
2400307;Afonso Bezerra;RN;14110 - Estiagem;2025-05-07;2025-02-06;2025-05-07;90
2400307;Afonso Bezerra;RN;14110 - Estiagem;2023-06-27;2023-03-29;2023-06-27;90
2400307;Afonso Bezerra;RN;14110 - Estiagem;2025-03-26;2024-12-26;2025-03-26;90
2400307;Afonso Bezerra;RN;14120 - Seca;2019-03-11;2018-12-11;2019-03-11;90
2400307;Afonso Bezerra;RN;14120 - Seca;2019-09-10;2019-06-12;2019-09-10;90
2400307;Afonso Bezerra;RN;14120 - Seca;2018-09-13;2018-06-15;2018-09-13;90
2400307;Afonso Bezerra;RN;14120 - Seca;2017-09-11;2017-06-13;2017-09-11;90
2400307;Afonso Bezerra;RN;14120 - Seca;2018-03-19;2017-12-19;2018-03-19;90
2400307;Afonso Bezerra;RN;14120 - Seca;2020-03-19;2019-12-20;2020-03-19;90
2400307;Afonso Bezerra;RN;14120 - Seca;2016-03-29;2015-12-30;2016-03-29;90
2400307;Afonso Bezerra;RN;14120 - Seca;2020-03-09;2019-12-10;2020-03-09;90
2400307;Afonso Bezerra;RN;14120 - Seca;2017-03-06;2016-12-06;2017-03-06;90
2400307;Afonso Bezerra;RN;14120 - Seca;2025-11-04;2025-08-06;2025-11-04;90
2400307;Afonso Bezerra;RN;14120 - Seca;2016-10-07;2016-07-09;2016-10-07;90
2400307;Afonso Bezerra;RN;14120 - Seca;2023-12-28;2023-09-29;2023-12-28;90
2400307;Afonso Bezerra;RN;14120 - Seca;2017-03-30;2016-12-30;2017-03-30;90
2400307;Afonso Bezerra;RN;14120 - Seca;2020-03-11;2019-12-12;2020-03-11;90
2400307;Afonso Bezerra;RN;14120 - Seca;2025-10-02;2025-07-04;2025-10-02;90
3200102;Afonso Cláudio;ES;11321 - Deslizamentos;2017-12-28;2017-11-28;2017-12-28;30
3200102;Afonso Cláudio;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-02-03;2023-01-04;2023-02-03;30
3200102;Afonso Cláudio;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2024-02-02;2024-01-03;2024-02-02;30
3200102;Afonso Cláudio;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-02-22;2022-01-23;2022-02-22;30
3200102;Afonso Cláudio;ES;13215 - Tempestade Local/Convectiva - Vendaval;2025-12-01;2025-11-01;2025-12-01;30
3200102;Afonso Cláudio;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-10-01;2021-09-01;2021-10-01;30
2100105;Afonso Cunha;MA;12300 - Alagamentos;2025-03-24;2025-02-22;2025-03-24;30
2100105;Afonso Cunha;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-03-21;2023-02-19;2023-03-21;30
2100105;Afonso Cunha;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-03-26;2025-02-24;2025-03-26;30
2600203;Afrânio;PE;14110 - Estiagem;2020-03-10;2019-12-11;2020-03-10;90
2600203;Afrânio;PE;14110 - Estiagem;2017-10-11;2017-07-13;2017-10-11;90
2600203;Afrânio;PE;14110 - Estiagem;2018-04-09;2018-01-09;2018-04-09;90
2600203;Afrânio;PE;14110 - Estiagem;2018-10-01;2018-07-03;2018-10-01;90
2600203;Afrânio;PE;14110 - Estiagem;2017-04-18;2017-01-18;2017-04-18;90
2600203;Afrânio;PE;14110 - Estiagem;2025-12-03;2025-09-04;2025-12-03;90
2600203;Afrânio;PE;14110 - Estiagem;2019-04-03;2019-01-03;2019-04-03;90
2600203;Afrânio;PE;14110 - Estiagem;2019-09-24;2019-06-26;2019-09-24;90
2600203;Afrânio;PE;14110 - Estiagem;2023-08-29;2023-05-31;2023-08-29;90
2600203;Afrânio;PE;14110 - Estiagem;2023-02-16;2022-11-18;2023-02-16;90
2600203;Afrânio;PE;14110 - Estiagem;2021-02-22;2020-11-24;2021-02-22;90
2600203;Afrânio;PE;14110 - Estiagem;2021-08-25;2021-05-27;2021-08-25;90
2600203;Afrânio;PE;14110 - Estiagem;2025-02-21;2024-11-23;2025-02-21;90
2600203;Afrânio;PE;14110 - Estiagem;2020-09-02;2020-06-04;2020-09-02;90
2600203;Afrânio;PE;14110 - Estiagem;2016-04-19;2016-01-20;2016-04-19;90
2600203;Afrânio;PE;14110 - Estiagem;2021-03-18;2020-12-18;2021-03-18;90
2600203;Afrânio;PE;14110 - Estiagem;2025-07-11;2025-04-12;2025-07-11;90
2600203;Afrânio;PE;14110 - Estiagem;2022-08-26;2022-05-28;2022-08-26;90
2600203;Afrânio;PE;14110 - Estiagem;2022-02-21;2021-11-23;2022-02-21;90
2600302;Agrestina;PE;12200 - Enxurradas;2017-06-12;2017-05-13;2017-06-12;30
2600302;Agrestina;PE;14110 - Estiagem;2018-07-05;2018-04-06;2018-07-05;90
2600302;Agrestina;PE;14110 - Estiagem;2018-07-30;2018-05-01;2018-07-30;90
2600302;Agrestina;PE;14110 - Estiagem;2017-02-14;2016-11-16;2017-02-14;90
2600302;Agrestina;PE;14110 - Estiagem;2021-10-20;2021-07-22;2021-10-20;90
2600302;Agrestina;PE;14110 - Estiagem;2021-08-03;2021-05-05;2021-08-03;90
2600302;Agrestina;PE;14110 - Estiagem;2022-02-01;2021-11-03;2022-02-01;90
2600302;Agrestina;PE;14110 - Estiagem;2022-04-18;2022-01-18;2022-04-18;90
2600302;Agrestina;PE;14110 - Estiagem;2016-08-09;2016-05-11;2016-08-09;90
2600302;Agrestina;PE;14110 - Estiagem;2018-01-30;2017-11-01;2018-01-30;90
2600302;Agrestina;PE;14110 - Estiagem;2019-01-08;2018-10-10;2019-01-08;90
2600302;Agrestina;PE;14110 - Estiagem;2020-09-15;2020-06-17;2020-09-15;90
2600302;Agrestina;PE;14110 - Estiagem;2020-08-18;2020-05-20;2020-08-18;90
2600302;Agrestina;PE;14110 - Estiagem;2020-01-02;2019-10-04;2020-01-02;90
2600302;Agrestina;PE;14110 - Estiagem;2019-07-08;2019-04-09;2019-07-08;90
2600302;Agrestina;PE;14110 - Estiagem;2021-02-24;2020-11-26;2021-02-24;90
2600302;Agrestina;PE;14110 - Estiagem;2025-12-11;2025-09-12;2025-12-11;90
2600302;Agrestina;PE;14110 - Estiagem;2016-04-06;2016-01-07;2016-04-06;90
2600302;Agrestina;PE;14110 - Estiagem;2021-03-24;2020-12-24;2021-03-24;90
4200200;Agrolândia;SC;12100 - Inundacoes;2023-10-07;2023-09-07;2023-10-07;30
4200200;Agrolândia;SC;12200 - Enxurradas;2018-04-03;2018-03-04;2018-04-03;30
4200200;Agrolândia;SC;12200 - Enxurradas;2023-01-12;2022-12-13;2023-01-12;30
4200200;Agrolândia;SC;12200 - Enxurradas;2022-12-06;2022-11-06;2022-12-06;30
4200200;Agrolândia;SC;12200 - Enxurradas;2023-02-06;2023-01-07;2023-02-06;30
4200200;Agrolândia;SC;12200 - Enxurradas;2019-03-07;2019-02-05;2019-03-07;30
4200200;Agrolândia;SC;12200 - Enxurradas;2016-03-09;2016-02-08;2016-03-09;30
4200200;Agrolândia;SC;12200 - Enxurradas;2017-06-07;2017-05-08;2017-06-07;30
4200200;Agrolândia;SC;12200 - Enxurradas;2022-05-09;2022-04-09;2022-05-09;30
4200200;Agrolândia;SC;12200 - Enxurradas;2025-02-24;2025-01-25;2025-02-24;30
4200200;Agrolândia;SC;13213 - Tempestade Local/Convectiva - Granizo;2025-11-26;2025-10-27;2025-11-26;30
4200200;Agrolândia;SC;13213 - Tempestade Local/Convectiva - Granizo;2023-08-24;2023-07-25;2023-08-24;30
4200200;Agrolândia;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-10;2023-09-10;2023-10-10;30
4200200;Agrolândia;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-21;2023-10-22;2023-11-21;30
4200200;Agrolândia;SC;13215 - Tempestade Local/Convectiva - Vendaval;2020-07-06;2020-06-06;2020-07-06;30
4200200;Agrolândia;SC;14110 - Estiagem;2022-03-08;2021-12-08;2022-03-08;90
4200200;Agrolândia;SC;14110 - Estiagem;2020-03-17;2019-12-18;2020-03-17;90
4200309;Agronômica;SC;12100 - Inundacoes;2018-09-04;2018-08-05;2018-09-04;30
4200309;Agronômica;SC;12100 - Inundacoes;2019-06-03;2019-05-04;2019-06-03;30
4200309;Agronômica;SC;12100 - Inundacoes;2019-03-07;2019-02-05;2019-03-07;30
4200309;Agronômica;SC;12100 - Inundacoes;2017-05-31;2017-05-01;2017-05-31;30
4200309;Agronômica;SC;12100 - Inundacoes;2023-10-05;2023-09-05;2023-10-05;30
4200309;Agronômica;SC;12100 - Inundacoes;2022-05-05;2022-04-05;2022-05-05;30
4200309;Agronômica;SC;12200 - Enxurradas;2016-03-18;2016-02-17;2016-03-18;30
4200309;Agronômica;SC;12200 - Enxurradas;2022-06-22;2022-05-23;2022-06-22;30
4200309;Agronômica;SC;13213 - Tempestade Local/Convectiva - Granizo;2020-10-07;2020-09-07;2020-10-07;30
4200309;Agronômica;SC;13213 - Tempestade Local/Convectiva - Granizo;2021-12-27;2021-11-27;2021-12-27;30
4200309;Agronômica;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-11-19;2025-10-20;2025-11-19;30
4200309;Agronômica;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2024-01-18;2023-12-19;2024-01-18;30
4200309;Agronômica;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-26;2023-09-26;2023-10-26;30
4200309;Agronômica;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-16;2023-10-17;2023-11-16;30
4200309;Agronômica;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-03-09;2022-02-07;2022-03-09;30
4200309;Agronômica;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-17;2022-12-18;2023-01-17;30
4200309;Agronômica;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-11;2023-09-11;2023-10-11;30
4200309;Agronômica;SC;13215 - Tempestade Local/Convectiva - Vendaval;2018-02-27;2018-01-28;2018-02-27;30
4200309;Agronômica;SC;13215 - Tempestade Local/Convectiva - Vendaval;2023-09-19;2023-08-20;2023-09-19;30
4200309;Agronômica;SC;13215 - Tempestade Local/Convectiva - Vendaval;2023-03-23;2023-02-21;2023-03-23;30
4200309;Agronômica;SC;13215 - Tempestade Local/Convectiva - Vendaval;2018-12-15;2018-11-15;2018-12-15;30
4200309;Agronômica;SC;13215 - Tempestade Local/Convectiva - Vendaval;2023-11-12;2023-10-13;2023-11-12;30
4200309;Agronômica;SC;13215 - Tempestade Local/Convectiva - Vendaval;2020-07-01;2020-06-01;2020-07-01;30
4200309;Agronômica;SC;14110 - Estiagem;2020-05-05;2020-02-05;2020-05-05;90
4200309;Agronômica;SC;14110 - Estiagem;2020-03-20;2019-12-21;2020-03-20;90
4200309;Agronômica;SC;14110 - Estiagem;2022-03-10;2021-12-10;2022-03-10;90
4200309;Agronômica;SC;14110 - Estiagem;2020-11-06;2020-08-08;2020-11-06;90
1500347;Água Azul do Norte;PA;12200 - Enxurradas;2020-03-16;2020-02-15;2020-03-16;30
1500347;Água Azul do Norte;PA;12200 - Enxurradas;2018-03-26;2018-02-24;2018-03-26;30
1500347;Água Azul do Norte;PA;12200 - Enxurradas;2018-02-09;2018-01-10;2018-02-09;30
1500347;Água Azul do Norte;PA;12200 - Enxurradas;2019-03-13;2019-02-11;2019-03-13;30
1500347;Água Azul do Norte;PA;12300 - Alagamentos;2022-02-02;2022-01-03;2022-02-02;30
1500347;Água Azul do Norte;PA;12300 - Alagamentos;2021-02-15;2021-01-16;2021-02-15;30
1500347;Água Azul do Norte;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-02-10;2022-01-11;2022-02-10;30
1500347;Água Azul do Norte;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-03-17;2023-02-15;2023-03-17;30
1500347;Água Azul do Norte;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-02-19;2021-01-20;2021-02-19;30
1500347;Água Azul do Norte;PA;14110 - Estiagem;2020-09-11;2020-06-13;2020-09-11;90
1500347;Água Azul do Norte;PA;14110 - Estiagem;2017-10-06;2017-07-08;2017-10-06;90
1500347;Água Azul do Norte;PA;14110 - Estiagem;2025-10-16;2025-07-18;2025-10-16;90
3100609;Água Boa;MG;11321 - Deslizamentos;2021-11-25;2021-10-26;2021-11-25;30
3100609;Água Boa;MG;11321 - Deslizamentos;2025-01-01;2024-12-02;2025-01-01;30
3100609;Água Boa;MG;12300 - Alagamentos;2021-12-10;2021-11-10;2021-12-10;30
3100609;Água Boa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-02-06;2023-01-07;2023-02-06;30
3100609;Água Boa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-26;2021-12-27;2022-01-26;30
3100609;Água Boa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-16;2022-12-17;2023-01-16;30
3100609;Água Boa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-09;2024-12-10;2025-01-09;30
3100609;Água Boa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2024-01-31;2024-01-01;2024-01-31;30
3100609;Água Boa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-08-18;2023-07-19;2023-08-18;30
3100609;Água Boa;MG;14120 - Seca;2023-12-26;2023-09-27;2023-12-26;90
3100609;Água Boa;MG;14120 - Seca;2023-12-22;2023-09-23;2023-12-22;90
3100609;Água Boa;MG;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-11-13;2019-10-14;2019-11-13;30
5100201;Água Boa;MT;11433 - Erosao Continental - Bocorocas;2017-02-15;2017-01-16;2017-02-15;30
5100201;Água Boa;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-17;2021-12-18;2022-01-17;30
5100201;Água Boa;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-18;2021-12-19;2022-01-18;30
5100201;Água Boa;MT;13215 - Tempestade Local/Convectiva - Vendaval;2025-11-12;2025-10-13;2025-11-12;30
5100201;Água Boa;MT;14110 - Estiagem;2016-07-22;2016-04-23;2016-07-22;90
5100201;Água Boa;MT;14110 - Estiagem;2024-01-09;2023-10-11;2024-01-09;90
5100201;Água Boa;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-12;2020-08-13;2020-09-12;30
5100201;Água Boa;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-17;2023-10-18;2023-11-17;30
5100201;Água Boa;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-23;2023-10-24;2023-11-23;30
5100201;Água Boa;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-09-16;2025-08-17;2025-09-16;30
5100201;Água Boa;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2020-09-02;2020-08-03;2020-09-02;30
5100201;Água Boa;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-11-23;2023-10-24;2023-11-23;30
5100201;Água Boa;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-08-15;2025-07-16;2025-08-15;30
5100201;Água Boa;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-09-07;2025-08-08;2025-09-07;30
5100201;Água Boa;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-08-27;2025-07-28;2025-08-27;30
2700102;Água Branca;AL;14110 - Estiagem;2020-05-18;2020-02-18;2020-05-18;90
2700102;Água Branca;AL;14110 - Estiagem;2020-11-12;2020-08-14;2020-11-12;90
2700102;Água Branca;AL;14110 - Estiagem;2019-11-21;2019-08-23;2019-11-21;90
2700102;Água Branca;AL;14110 - Estiagem;2021-06-08;2021-03-10;2021-06-08;90
2700102;Água Branca;AL;14110 - Estiagem;2022-01-04;2021-10-06;2022-01-04;90
2700102;Água Branca;AL;14110 - Estiagem;2019-06-07;2019-03-09;2019-06-07;90
2700102;Água Branca;AL;14110 - Estiagem;2018-12-03;2018-09-04;2018-12-03;90
2700102;Água Branca;AL;14110 - Estiagem;2017-11-09;2017-08-11;2017-11-09;90
2700102;Água Branca;AL;14110 - Estiagem;2018-07-05;2018-04-06;2018-07-05;90
2700102;Água Branca;AL;14110 - Estiagem;2016-08-29;2016-05-31;2016-08-29;90
2700102;Água Branca;AL;14110 - Estiagem;2023-09-04;2023-06-06;2023-09-04;90
2700102;Água Branca;AL;14110 - Estiagem;2023-03-10;2022-12-10;2023-03-10;90
2700102;Água Branca;AL;14110 - Estiagem;2025-03-13;2024-12-13;2025-03-13;90
2700102;Água Branca;AL;14110 - Estiagem;2025-09-09;2025-06-11;2025-09-09;90
2700102;Água Branca;AL;14120 - Seca;2017-03-02;2016-12-02;2017-03-02;90
2500106;Água Branca;PB;14110 - Estiagem;2025-04-25;2025-01-25;2025-04-25;90
2500106;Água Branca;PB;14110 - Estiagem;2021-10-31;2021-08-02;2021-10-31;90
2500106;Água Branca;PB;14110 - Estiagem;2021-11-11;2021-08-13;2021-11-11;90
2500106;Água Branca;PB;14110 - Estiagem;2023-11-09;2023-08-11;2023-11-09;90
2500106;Água Branca;PB;14110 - Estiagem;2023-05-16;2023-02-15;2023-05-16;90
2500106;Água Branca;PB;14110 - Estiagem;2022-11-10;2022-08-12;2022-11-10;90
2500106;Água Branca;PB;14110 - Estiagem;2022-11-28;2022-08-30;2022-11-28;90
2500106;Água Branca;PB;14110 - Estiagem;2019-10-05;2019-07-07;2019-10-05;90
2500106;Água Branca;PB;14110 - Estiagem;2020-10-25;2020-07-27;2020-10-25;90
2500106;Água Branca;PB;14110 - Estiagem;2021-04-19;2021-01-19;2021-04-19;90
2500106;Água Branca;PB;14110 - Estiagem;2022-06-14;2022-03-16;2022-06-14;90
2500106;Água Branca;PB;14110 - Estiagem;2022-05-04;2022-02-03;2022-05-04;90
2500106;Água Branca;PB;14110 - Estiagem;2018-04-11;2018-01-11;2018-04-11;90
